	OA		p
       1.5000	      74.4008
       2.5000	     144.8867
       4.0000	     139.0832
       6.0000	      84.8235
       9.0000	      63.5875
      15.0000	      30.7758
      18.0000	      32.6846
      21.0000	      36.1638
      25.0000	      42.8207
      28.0000	      48.0101
      32.0000	      60.8860
      40.0000	      69.6328
      46.0000	      77.1773
      52.0000	      87.3818
      60.0000	      99.6818
      75.0000	     117.3941
